wdpa_id,landcover_class,date,landcover_area_ha
3306,open_forest_evergreen_broad_leaf,2015-01-01,122
3307,open_forest_evergreen_broad_leaf,2015-01-01,614
3311,open_forest_evergreen_broad_leaf,2015-01-01,334
3314,open_forest_evergreen_broad_leaf,2015-01-01,122
12226,open_forest_evergreen_broad_leaf,2015-01-01,122
12229,open_forest_evergreen_broad_leaf,2015-01-01,122
12241,open_forest_evergreen_broad_leaf,2015-01-01,122
12570,open_forest_evergreen_broad_leaf,2015-01-01,212
12572,open_forest_evergreen_broad_leaf,2015-01-01,122
20224,open_forest_evergreen_broad_leaf,2015-01-01,366
20230,open_forest_evergreen_broad_leaf,2015-01-01,122
28850,open_forest_evergreen_broad_leaf,2015-01-01,122
30604,open_forest_evergreen_broad_leaf,2015-01-01,366
30605,open_forest_evergreen_broad_leaf,2015-01-01,488
30606,open_forest_evergreen_broad_leaf,2015-01-01,122
30614,open_forest_evergreen_broad_leaf,2015-01-01,244
30618,open_forest_evergreen_broad_leaf,2015-01-01,1310
67670,open_forest_evergreen_broad_leaf,2015-01-01,244
102817,open_forest_evergreen_broad_leaf,2015-01-01,122
102910,open_forest_evergreen_broad_leaf,2015-01-01,456
107569,open_forest_evergreen_broad_leaf,2015-01-01,122
115079,open_forest_evergreen_broad_leaf,2015-01-01,456
116297,open_forest_evergreen_broad_leaf,2015-01-01,122
220034,open_forest_evergreen_broad_leaf,2015-01-01,822
301932,open_forest_evergreen_broad_leaf,2015-01-01,244
302086,open_forest_evergreen_broad_leaf,2015-01-01,122
306780,open_forest_evergreen_broad_leaf,2015-01-01,334
342347,open_forest_evergreen_broad_leaf,2015-01-01,122
902858,open_forest_evergreen_broad_leaf,2015-01-01,2740
197,open_forest_unknown,2015-01-01,252
227,open_forest_unknown,2015-01-01,1952
3305,open_forest_unknown,2015-01-01,3126
3306,open_forest_unknown,2015-01-01,468
3307,open_forest_unknown,2015-01-01,408
3311,open_forest_unknown,2015-01-01,720
3314,open_forest_unknown,2015-01-01,126
12226,open_forest_unknown,2015-01-01,594
12229,open_forest_unknown,2015-01-01,126
12241,open_forest_unknown,2015-01-01,126
12570,open_forest_unknown,2015-01-01,216
12572,open_forest_unknown,2015-01-01,126
20224,open_forest_unknown,2015-01-01,594
20230,open_forest_unknown,2015-01-01,126
28850,open_forest_unknown,2015-01-01,126
30604,open_forest_unknown,2015-01-01,594
30605,open_forest_unknown,2015-01-01,1430
30606,open_forest_unknown,2015-01-01,252
30614,open_forest_unknown,2015-01-01,126
30618,open_forest_unknown,2015-01-01,5024
67670,open_forest_unknown,2015-01-01,926
102817,open_forest_unknown,2015-01-01,126
102910,open_forest_unknown,2015-01-01,972
107569,open_forest_unknown,2015-01-01,1202
115079,open_forest_unknown,2015-01-01,720
116297,open_forest_unknown,2015-01-01,206
220034,open_forest_unknown,2015-01-01,1664
301932,open_forest_unknown,2015-01-01,674
302086,open_forest_unknown,2015-01-01,126
306780,open_forest_unknown,2015-01-01,1062
342347,open_forest_unknown,2015-01-01,342
902858,open_forest_unknown,2015-01-01,4000
220034,open_sea,2015-01-01,200
227,permanent_water_bodies,2015-01-01,1270
3305,permanent_water_bodies,2015-01-01,420
3306,permanent_water_bodies,2015-01-01,420
3311,permanent_water_bodies,2015-01-01,500
20224,permanent_water_bodies,2015-01-01,250
30605,permanent_water_bodies,2015-01-01,1770
30618,permanent_water_bodies,2015-01-01,1190
67670,permanent_water_bodies,2015-01-01,170
102910,permanent_water_bodies,2015-01-01,1030
107569,permanent_water_bodies,2015-01-01,490
115079,permanent_water_bodies,2015-01-01,860
116297,permanent_water_bodies,2015-01-01,80
220034,permanent_water_bodies,2015-01-01,1280
301932,permanent_water_bodies,2015-01-01,160
902858,permanent_water_bodies,2015-01-01,750
197,shrubs,2015-01-01,20
227,shrubs,2015-01-01,490
3305,shrubs,2015-01-01,416
3307,shrubs,2015-01-01,20
3311,shrubs,2015-01-01,170
3314,shrubs,2015-01-01,20
12226,shrubs,2015-01-01,170
12241,shrubs,2015-01-01,20
12570,shrubs,2015-01-01,20
12572,shrubs,2015-01-01,20
20224,shrubs,2015-01-01,170
28850,shrubs,2015-01-01,20
30604,shrubs,2015-01-01,40
30605,shrubs,2015-01-01,350
30606,shrubs,2015-01-01,40
30614,shrubs,2015-01-01,20
30618,shrubs,2015-01-01,1394
67670,shrubs,2015-01-01,190
102910,shrubs,2015-01-01,170
107569,shrubs,2015-01-01,280
115079,shrubs,2015-01-01,130
116297,shrubs,2015-01-01,20
220034,shrubs,2015-01-01,770
301932,shrubs,2015-01-01,80
302086,shrubs,2015-01-01,20
306780,shrubs,2015-01-01,60
342347,shrubs,2015-01-01,20
902858,shrubs,2015-01-01,450
197,built_up,2016-01-01,50
227,built_up,2016-01-01,50
3305,built_up,2016-01-01,50
3314,built_up,2016-01-01,50
30605,built_up,2016-01-01,50
30614,built_up,2016-01-01,50
30618,built_up,2016-01-01,150
107569,built_up,2016-01-01,50
220034,built_up,2016-01-01,50
306780,built_up,2016-01-01,100
902858,built_up,2016-01-01,50
30614,closed_forest_deciduous_broad_leaf,2016-01-01,114
342347,closed_forest_deciduous_broad_leaf,2016-01-01,114
902858,closed_forest_deciduous_broad_leaf,2016-01-01,114
197,closed_forest_evergreen_broad_leaf,2016-01-01,112
227,closed_forest_evergreen_broad_leaf,2016-01-01,192
3305,closed_forest_evergreen_broad_leaf,2016-01-01,1862
3306,closed_forest_evergreen_broad_leaf,2016-01-01,112
3307,closed_forest_evergreen_broad_leaf,2016-01-01,472
3311,closed_forest_evergreen_broad_leaf,2016-01-01,202
3314,closed_forest_evergreen_broad_leaf,2016-01-01,112
12226,closed_forest_evergreen_broad_leaf,2016-01-01,112
12229,closed_forest_evergreen_broad_leaf,2016-01-01,112
12241,closed_forest_evergreen_broad_leaf,2016-01-01,112
12570,closed_forest_evergreen_broad_leaf,2016-01-01,292
12572,closed_forest_evergreen_broad_leaf,2016-01-01,112
20224,closed_forest_evergreen_broad_leaf,2016-01-01,224
20230,closed_forest_evergreen_broad_leaf,2016-01-01,112
28850,closed_forest_evergreen_broad_leaf,2016-01-01,112
30604,closed_forest_evergreen_broad_leaf,2016-01-01,112
30605,closed_forest_evergreen_broad_leaf,2016-01-01,538
30606,closed_forest_evergreen_broad_leaf,2016-01-01,112
30614,closed_forest_evergreen_broad_leaf,2016-01-01,336
30618,closed_forest_evergreen_broad_leaf,2016-01-01,3116
67670,closed_forest_evergreen_broad_leaf,2016-01-01,448
102817,closed_forest_evergreen_broad_leaf,2016-01-01,112
102910,closed_forest_evergreen_broad_leaf,2016-01-01,538
107569,closed_forest_evergreen_broad_leaf,2016-01-01,224
115079,closed_forest_evergreen_broad_leaf,2016-01-01,516
116297,closed_forest_evergreen_broad_leaf,2016-01-01,112
220034,closed_forest_evergreen_broad_leaf,2016-01-01,628
301932,closed_forest_evergreen_broad_leaf,2016-01-01,224
302086,closed_forest_evergreen_broad_leaf,2016-01-01,112
306780,closed_forest_evergreen_broad_leaf,2016-01-01,224
342347,closed_forest_evergreen_broad_leaf,2016-01-01,112
902858,closed_forest_evergreen_broad_leaf,2016-01-01,3622
227,closed_forest_mixed,2016-01-01,115
30605,closed_forest_mixed,2016-01-01,115
107569,closed_forest_mixed,2016-01-01,115
197,closed_forest_unknown,2016-01-01,116
227,closed_forest_unknown,2016-01-01,598
3305,closed_forest_unknown,2016-01-01,116
3306,closed_forest_unknown,2016-01-01,116
3307,closed_forest_unknown,2016-01-01,116
3311,closed_forest_unknown,2016-01-01,206
3314,closed_forest_unknown,2016-01-01,116
12226,closed_forest_unknown,2016-01-01,116
12229,closed_forest_unknown,2016-01-01,116
12241,closed_forest_unknown,2016-01-01,116
12570,closed_forest_unknown,2016-01-01,116
12572,closed_forest_unknown,2016-01-01,116
20224,closed_forest_unknown,2016-01-01,232
20230,closed_forest_unknown,2016-01-01,116
28850,closed_forest_unknown,2016-01-01,116
30604,closed_forest_unknown,2016-01-01,116
30605,closed_forest_unknown,2016-01-01,464
30606,closed_forest_unknown,2016-01-01,116
30614,closed_forest_unknown,2016-01-01,116
30618,closed_forest_unknown,2016-01-01,1578
67670,closed_forest_unknown,2016-01-01,348
102817,closed_forest_unknown,2016-01-01,116
102910,closed_forest_unknown,2016-01-01,412
107569,closed_forest_unknown,2016-01-01,344
115079,closed_forest_unknown,2016-01-01,322
116297,closed_forest_unknown,2016-01-01,116
220034,closed_forest_unknown,2016-01-01,1114
301932,closed_forest_unknown,2016-01-01,116
302086,closed_forest_unknown,2016-01-01,116
306780,closed_forest_unknown,2016-01-01,232
342347,closed_forest_unknown,2016-01-01,116
902858,closed_forest_unknown,2016-01-01,282
227,cropland,2016-01-01,470
3305,cropland,2016-01-01,40
3306,cropland,2016-01-01,40
3307,cropland,2016-01-01,40
3311,cropland,2016-01-01,80
3314,cropland,2016-01-01,40
12226,cropland,2016-01-01,40
12229,cropland,2016-01-01,40
12570,cropland,2016-01-01,40
12572,cropland,2016-01-01,40
20224,cropland,2016-01-01,40
20230,cropland,2016-01-01,40
28850,cropland,2016-01-01,40
30605,cropland,2016-01-01,370
30606,cropland,2016-01-01,40
30614,cropland,2016-01-01,40
30618,cropland,2016-01-01,1416
67670,cropland,2016-01-01,200
102910,cropland,2016-01-01,260
107569,cropland,2016-01-01,166
115079,cropland,2016-01-01,40
116297,cropland,2016-01-01,40
220034,cropland,2016-01-01,40
302086,cropland,2016-01-01,40
306780,cropland,2016-01-01,80
342347,cropland,2016-01-01,40
902858,cropland,2016-01-01,486
227,herbaceous_vegetation,2016-01-01,120
3305,herbaceous_vegetation,2016-01-01,756
3307,herbaceous_vegetation,2016-01-01,50
3311,herbaceous_vegetation,2016-01-01,270
3314,herbaceous_vegetation,2016-01-01,30
12226,herbaceous_vegetation,2016-01-01,270
12570,herbaceous_vegetation,2016-01-01,30
12572,herbaceous_vegetation,2016-01-01,30
20224,herbaceous_vegetation,2016-01-01,270
20230,herbaceous_vegetation,2016-01-01,30
28850,herbaceous_vegetation,2016-01-01,30
30605,herbaceous_vegetation,2016-01-01,630
30606,herbaceous_vegetation,2016-01-01,120
30614,herbaceous_vegetation,2016-01-01,30
30618,herbaceous_vegetation,2016-01-01,1256
67670,herbaceous_vegetation,2016-01-01,30
102910,herbaceous_vegetation,2016-01-01,30
107569,herbaceous_vegetation,2016-01-01,450
115079,herbaceous_vegetation,2016-01-01,30
116297,herbaceous_vegetation,2016-01-01,110
220034,herbaceous_vegetation,2016-01-01,1810
301932,herbaceous_vegetation,2016-01-01,230
302086,herbaceous_vegetation,2016-01-01,30
306780,herbaceous_vegetation,2016-01-01,60
342347,herbaceous_vegetation,2016-01-01,30
902858,herbaceous_vegetation,2016-01-01,602
227,herbaceous_wetland,2016-01-01,1030
3305,herbaceous_wetland,2016-01-01,660
3306,herbaceous_wetland,2016-01-01,750
3311,herbaceous_wetland,2016-01-01,350
12226,herbaceous_wetland,2016-01-01,90
12241,herbaceous_wetland,2016-01-01,90
12570,herbaceous_wetland,2016-01-01,90
20224,herbaceous_wetland,2016-01-01,680
28850,herbaceous_wetland,2016-01-01,90
30604,herbaceous_wetland,2016-01-01,90
30605,herbaceous_wetland,2016-01-01,1320
30606,herbaceous_wetland,2016-01-01,90
30618,herbaceous_wetland,2016-01-01,1560
67670,herbaceous_wetland,2016-01-01,170
102817,herbaceous_wetland,2016-01-01,90
102910,herbaceous_wetland,2016-01-01,840
107569,herbaceous_wetland,2016-01-01,2854
115079,herbaceous_wetland,2016-01-01,600
116297,herbaceous_wetland,2016-01-01,500
220034,herbaceous_wetland,2016-01-01,1756
301932,herbaceous_wetland,2016-01-01,420
302086,herbaceous_wetland,2016-01-01,90
306780,herbaceous_wetland,2016-01-01,180
342347,herbaceous_wetland,2016-01-01,90
902858,herbaceous_wetland,2016-01-01,1030
30614,open_forest_deciduous_broad_leaf,2016-01-01,124
342347,open_forest_deciduous_broad_leaf,2016-01-01,124
902858,open_forest_deciduous_broad_leaf,2016-01-01,124
197,open_forest_evergreen_broad_leaf,2016-01-01,122
227,open_forest_evergreen_broad_leaf,2016-01-01,122
3305,open_forest_evergreen_broad_leaf,2016-01-01,2144
3306,open_forest_evergreen_broad_leaf,2016-01-01,122
3307,open_forest_evergreen_broad_leaf,2016-01-01,614
3311,open_forest_evergreen_broad_leaf,2016-01-01,334
3314,open_forest_evergreen_broad_leaf,2016-01-01,122
12226,open_forest_evergreen_broad_leaf,2016-01-01,122
12229,open_forest_evergreen_broad_leaf,2016-01-01,122
12241,open_forest_evergreen_broad_leaf,2016-01-01,122
12570,open_forest_evergreen_broad_leaf,2016-01-01,212
12572,open_forest_evergreen_broad_leaf,2016-01-01,122
20224,open_forest_evergreen_broad_leaf,2016-01-01,334
20230,open_forest_evergreen_broad_leaf,2016-01-01,122
28850,open_forest_evergreen_broad_leaf,2016-01-01,122
30604,open_forest_evergreen_broad_leaf,2016-01-01,334
30605,open_forest_evergreen_broad_leaf,2016-01-01,488
30606,open_forest_evergreen_broad_leaf,2016-01-01,122
30614,open_forest_evergreen_broad_leaf,2016-01-01,244
30618,open_forest_evergreen_broad_leaf,2016-01-01,1268
67670,open_forest_evergreen_broad_leaf,2016-01-01,244
102817,open_forest_evergreen_broad_leaf,2016-01-01,122
102910,open_forest_evergreen_broad_leaf,2016-01-01,424
107569,open_forest_evergreen_broad_leaf,2016-01-01,122
115079,open_forest_evergreen_broad_leaf,2016-01-01,456
116297,open_forest_evergreen_broad_leaf,2016-01-01,122
220034,open_forest_evergreen_broad_leaf,2016-01-01,790
301932,open_forest_evergreen_broad_leaf,2016-01-01,244
302086,open_forest_evergreen_broad_leaf,2016-01-01,122
306780,open_forest_evergreen_broad_leaf,2016-01-01,334
342347,open_forest_evergreen_broad_leaf,2016-01-01,122
902858,open_forest_evergreen_broad_leaf,2016-01-01,2086
197,open_forest_unknown,2016-01-01,252
227,open_forest_unknown,2016-01-01,1742
3305,open_forest_unknown,2016-01-01,2644
3306,open_forest_unknown,2016-01-01,432
3307,open_forest_unknown,2016-01-01,408
3311,open_forest_unknown,2016-01-01,638
3314,open_forest_unknown,2016-01-01,126
12226,open_forest_unknown,2016-01-01,558
12229,open_forest_unknown,2016-01-01,126
12241,open_forest_unknown,2016-01-01,126
12570,open_forest_unknown,2016-01-01,216
12572,open_forest_unknown,2016-01-01,126
20224,open_forest_unknown,2016-01-01,558
20230,open_forest_unknown,2016-01-01,126
28850,open_forest_unknown,2016-01-01,126
30604,open_forest_unknown,2016-01-01,558
30605,open_forest_unknown,2016-01-01,1358
30606,open_forest_unknown,2016-01-01,216
30614,open_forest_unknown,2016-01-01,126
30618,open_forest_unknown,2016-01-01,4670
67670,open_forest_unknown,2016-01-01,890
102817,open_forest_unknown,2016-01-01,126
102910,open_forest_unknown,2016-01-01,844
107569,open_forest_unknown,2016-01-01,1166
115079,open_forest_unknown,2016-01-01,648
116297,open_forest_unknown,2016-01-01,206
220034,open_forest_unknown,2016-01-01,1592
301932,open_forest_unknown,2016-01-01,674
302086,open_forest_unknown,2016-01-01,126
306780,open_forest_unknown,2016-01-01,990
342347,open_forest_unknown,2016-01-01,306
902858,open_forest_unknown,2016-01-01,3316
220034,open_sea,2016-01-01,200
227,permanent_water_bodies,2016-01-01,1270
3305,permanent_water_bodies,2016-01-01,400
3306,permanent_water_bodies,2016-01-01,400
3311,permanent_water_bodies,2016-01-01,490
20224,permanent_water_bodies,2016-01-01,250
30605,permanent_water_bodies,2016-01-01,1780
30618,permanent_water_bodies,2016-01-01,1180
67670,permanent_water_bodies,2016-01-01,160
102910,permanent_water_bodies,2016-01-01,1010
107569,permanent_water_bodies,2016-01-01,480
115079,permanent_water_bodies,2016-01-01,820
116297,permanent_water_bodies,2016-01-01,80
220034,permanent_water_bodies,2016-01-01,1270
301932,permanent_water_bodies,2016-01-01,160
902858,permanent_water_bodies,2016-01-01,770
197,shrubs,2016-01-01,20
227,shrubs,2016-01-01,680
3305,shrubs,2016-01-01,820
3307,shrubs,2016-01-01,20
3311,shrubs,2016-01-01,240
3314,shrubs,2016-01-01,20
12226,shrubs,2016-01-01,240
12241,shrubs,2016-01-01,20
12570,shrubs,2016-01-01,20
12572,shrubs,2016-01-01,20
20224,shrubs,2016-01-01,240
28850,shrubs,2016-01-01,20
30604,shrubs,2016-01-01,110
30605,shrubs,2016-01-01,420
30606,shrubs,2016-01-01,40
30614,shrubs,2016-01-01,20
30618,shrubs,2016-01-01,1744
67670,shrubs,2016-01-01,320
102910,shrubs,2016-01-01,240
107569,shrubs,2016-01-01,350
115079,shrubs,2016-01-01,200
116297,shrubs,2016-01-01,20
220034,shrubs,2016-01-01,1020
301932,shrubs,2016-01-01,80
302086,shrubs,2016-01-01,20
306780,shrubs,2016-01-01,130
342347,shrubs,2016-01-01,20
902858,shrubs,2016-01-01,706
197,built_up,2017-01-01,50
227,built_up,2017-01-01,50
3305,built_up,2017-01-01,50
3314,built_up,2017-01-01,50
30605,built_up,2017-01-01,50
30614,built_up,2017-01-01,50
30618,built_up,2017-01-01,150
107569,built_up,2017-01-01,50
220034,built_up,2017-01-01,50
306780,built_up,2017-01-01,100
902858,built_up,2017-01-01,50
30614,closed_forest_deciduous_broad_leaf,2017-01-01,114
342347,closed_forest_deciduous_broad_leaf,2017-01-01,114
902858,closed_forest_deciduous_broad_leaf,2017-01-01,114
197,closed_forest_evergreen_broad_leaf,2017-01-01,112
227,closed_forest_evergreen_broad_leaf,2017-01-01,192
3305,closed_forest_evergreen_broad_leaf,2017-01-01,1867
3306,closed_forest_evergreen_broad_leaf,2017-01-01,112
3307,closed_forest_evergreen_broad_leaf,2017-01-01,476
3311,closed_forest_evergreen_broad_leaf,2017-01-01,202
3314,closed_forest_evergreen_broad_leaf,2017-01-01,112
12226,closed_forest_evergreen_broad_leaf,2017-01-01,112
12229,closed_forest_evergreen_broad_leaf,2017-01-01,112
12241,closed_forest_evergreen_broad_leaf,2017-01-01,112
12570,closed_forest_evergreen_broad_leaf,2017-01-01,292
12572,closed_forest_evergreen_broad_leaf,2017-01-01,112
20224,closed_forest_evergreen_broad_leaf,2017-01-01,202
20230,closed_forest_evergreen_broad_leaf,2017-01-01,112
28850,closed_forest_evergreen_broad_leaf,2017-01-01,112
30604,closed_forest_evergreen_broad_leaf,2017-01-01,112
30605,closed_forest_evergreen_broad_leaf,2017-01-01,556
30606,closed_forest_evergreen_broad_leaf,2017-01-01,112
30614,closed_forest_evergreen_broad_leaf,2017-01-01,350
30618,closed_forest_evergreen_broad_leaf,2017-01-01,3214
67670,closed_forest_evergreen_broad_leaf,2017-01-01,466
102817,closed_forest_evergreen_broad_leaf,2017-01-01,112
102910,closed_forest_evergreen_broad_leaf,2017-01-01,516
107569,closed_forest_evergreen_broad_leaf,2017-01-01,224
115079,closed_forest_evergreen_broad_leaf,2017-01-01,494
116297,closed_forest_evergreen_broad_leaf,2017-01-01,112
220034,closed_forest_evergreen_broad_leaf,2017-01-01,606
301932,closed_forest_evergreen_broad_leaf,2017-01-01,224
302086,closed_forest_evergreen_broad_leaf,2017-01-01,112
306780,closed_forest_evergreen_broad_leaf,2017-01-01,224
342347,closed_forest_evergreen_broad_leaf,2017-01-01,112
902858,closed_forest_evergreen_broad_leaf,2017-01-01,3386
227,closed_forest_mixed,2017-01-01,115
30605,closed_forest_mixed,2017-01-01,115
107569,closed_forest_mixed,2017-01-01,115
197,closed_forest_unknown,2017-01-01,116
227,closed_forest_unknown,2017-01-01,562
3305,closed_forest_unknown,2017-01-01,116
3306,closed_forest_unknown,2017-01-01,116
3307,closed_forest_unknown,2017-01-01,116
3311,closed_forest_unknown,2017-01-01,206
3314,closed_forest_unknown,2017-01-01,116
12226,closed_forest_unknown,2017-01-01,116
12229,closed_forest_unknown,2017-01-01,116
12241,closed_forest_unknown,2017-01-01,116
12570,closed_forest_unknown,2017-01-01,116
12572,closed_forest_unknown,2017-01-01,116
20224,closed_forest_unknown,2017-01-01,206
20230,closed_forest_unknown,2017-01-01,116
28850,closed_forest_unknown,2017-01-01,116
30604,closed_forest_unknown,2017-01-01,116
30605,closed_forest_unknown,2017-01-01,470
30606,closed_forest_unknown,2017-01-01,116
30614,closed_forest_unknown,2017-01-01,116
