wdpa_id,date,monthly_sum_frp_gw,monthly_fires
902858,2003-05-01,17111.9,437
227,2003-06-01,7.8,1
3311,2003-06-01,43.1,3
20224,2003-06-01,9.7,1
30604,2003-06-01,8,1
30614,2003-06-01,74,4
30618,2003-06-01,560.1,26
102910,2003-06-01,14.7,1
107569,2003-06-01,128.5,5
220034,2003-06-01,243.5,13
306780,2003-06-01,13.8,1
902858,2003-06-01,579.6,31
220034,2003-07-01,147,9
306780,2003-07-01,31.5,1
220034,2003-08-01,7.1,1
902858,2003-08-01,17.3,2
30605,2003-09-01,21.1,2
30618,2003-09-01,24.1,2
220034,2003-09-01,179.6,6
902858,2003-09-01,281.7,8
3305,2003-10-01,5.2,1
30605,2003-10-01,12.8,2
30614,2003-10-01,10.5,1
30618,2003-10-01,248.3,15
902858,2003-10-01,113.3,9
30605,2003-11-01,83.7,3
30618,2003-11-01,112.6,9
107569,2003-11-01,7.5,1
902858,2003-11-01,37.8,3
20224,2003-12-01,8.1,1
30605,2003-12-01,9.3,2
30618,2003-12-01,822.7,22
902858,2003-12-01,18.4,1
30618,2004-01-01,9.7,1
30605,2004-02-01,34,2
30618,2004-02-01,43.5,5
102910,2004-02-01,27.7,2
902858,2004-02-01,64.1,7
12572,2004-03-01,7,1
30605,2004-03-01,110.3,4
30618,2004-03-01,840.5,32
67670,2004-03-01,26.4,1
107569,2004-03-01,127.9,5
115079,2004-03-01,32.5,1
342347,2004-03-01,60.7,3
902858,2004-03-01,106.6,8
227,2004-04-01,1109,33
3307,2004-04-01,26.3,2
3311,2004-04-01,11.2,1
12570,2004-04-01,433.8,9
12572,2004-04-01,41.7,2
20224,2004-04-01,19.6,1
30604,2004-04-01,14,1
30605,2004-04-01,2217.9,77
30606,2004-04-01,268.6,4
30614,2004-04-01,431.4,9
30618,2004-04-01,10039.1,230
102910,2004-04-01,53.2,2
107569,2004-04-01,314.4,13
220034,2004-04-01,492.8,15
302086,2004-04-01,63.7,1
306780,2004-04-01,801.5,12
342347,2004-04-01,1343.1,11
902858,2004-04-01,5472.7,112
227,2004-05-01,199,4
3307,2004-05-01,33.3,3
28850,2004-05-01,21.9,1
30605,2004-05-01,250.5,8
30606,2004-05-01,51.1,3
30614,2004-05-01,227,9
30618,2004-05-01,5684.7,144
67670,2004-05-01,6.4,1
102910,2004-05-01,247.5,9
107569,2004-05-01,248.5,10
220034,2004-05-01,227.7,10
306780,2004-05-01,562.5,14
342347,2004-05-01,64.7,2
902858,2004-05-01,8408.9,210
30614,2004-06-01,5.4,1
30618,2004-06-01,202.1,9
107569,2004-06-01,16.9,1
902858,2004-06-01,242.5,13
30605,2004-07-01,9.6,1
30614,2004-07-01,26.8,1
30618,2004-07-01,26.2,2
107569,2004-07-01,94.8,2
902858,2004-07-01,174.2,7
20224,2004-08-01,378.4,2
30605,2004-08-01,34.3,2
30618,2004-08-01,12,1
102910,2004-08-01,34,2
107569,2004-08-01,93.1,4
220034,2004-08-01,22.1,1
902858,2004-08-01,303.6,7
3311,2004-09-01,24,2
30605,2004-09-01,38.3,3
30618,2004-09-01,38.6,4
107569,2004-09-01,19.1,1
220034,2004-09-01,64.2,4
902858,2004-09-01,281.3,16
227,2004-10-01,7.5,1
30605,2004-10-01,33.5,5
30614,2004-10-01,14.1,2
30618,2004-10-01,185.2,19
102910,2004-10-01,5.7,1
220034,2004-10-01,44.5,3
902858,2004-10-01,123.6,12
30605,2004-11-01,90.2,6
30618,2004-11-01,855.3,30
902858,2004-11-01,36.1,5
30618,2004-12-01,259.5,14
902858,2004-12-01,8.5,1
3311,2005-01-01,89.2,6
20224,2005-01-01,5.8,1
30605,2005-01-01,132.7,4
107569,2005-01-01,3.8,1
902858,2005-01-01,35.4,4
20224,2005-02-01,62.8,3
30605,2005-02-01,390.8,21
30614,2005-02-01,12.1,1
30618,2005-02-01,283.6,17
102910,2005-02-01,81.4,7
107569,2005-02-01,5.1,1
902858,2005-02-01,411.5,22
227,2005-03-01,132.9,7
3305,2005-03-01,2345.8,52
3307,2005-03-01,36.3,2
3314,2005-03-01,23.9,2
20224,2005-03-01,558.4,18
30605,2005-03-01,8348.4,209
30606,2005-03-01,18.7,2
30614,2005-03-01,538.9,22
30618,2005-03-01,25378.5,500
102910,2005-03-01,994.7,13
107569,2005-03-01,219.5,6
115079,2005-03-01,18,1
306780,2005-03-01,114.1,4
342347,2005-03-01,285,7
902858,2005-03-01,6570.3,147
227,2005-04-01,2196,65
3305,2005-04-01,576.6,15
3306,2005-04-01,41.6,1
3307,2005-04-01,285,9
3311,2005-04-01,636.1,27
3314,2005-04-01,181.7,10
12226,2005-04-01,248.2,6
12570,2005-04-01,177.3,2
12572,2005-04-01,73.8,5
20224,2005-04-01,222.2,4
20230,2005-04-01,153.1,7
30605,2005-04-01,17688.6,697
30606,2005-04-01,126,8
30614,2005-04-01,6322.2,165
30618,2005-04-01,44354,939
67670,2005-04-01,674.4,26
102910,2005-04-01,4846.1,72
107569,2005-04-01,135.5,7
116297,2005-04-01,257.2,12
302086,2005-04-01,159.2,5
306780,2005-04-01,1142.5,33
342347,2005-04-01,430.1,11
902858,2005-04-01,41248.4,785
227,2005-05-01,4348.6,146
3305,2005-05-01,85.2,4
3311,2005-05-01,659.6,8
3314,2005-05-01,443.3,29
12226,2005-05-01,55.6,1
12570,2005-05-01,73.9,2
12572,2005-05-01,16,1
20224,2005-05-01,134.7,6
20230,2005-05-01,178.6,4
28850,2005-05-01,57.1,1
30605,2005-05-01,2562.4,94
30606,2005-05-01,186.1,7
30614,2005-05-01,450.3,22
30618,2005-05-01,3081.2,122
67670,2005-05-01,286,6
102910,2005-05-01,283.6,7
107569,2005-05-01,704.6,24
116297,2005-05-01,86.6,2
342347,2005-05-01,136.9,2
902858,2005-05-01,5237.1,139
3305,2005-06-01,81.6,4
3306,2005-06-01,132.5,3
12226,2005-06-01,11,1
12572,2005-06-01,46.3,3
20224,2005-06-01,141.5,5
30605,2005-06-01,121.9,6
30614,2005-06-01,57.2,4
30618,2005-06-01,1167.7,42
67670,2005-06-01,541.6,8
102910,2005-06-01,33,2
107569,2005-06-01,193.6,10
902858,2005-06-01,441,20
3305,2005-07-01,141.1,11
3306,2005-07-01,55.5,4
30618,2005-07-01,74.4,5
220034,2005-07-01,31.8,1
902858,2005-07-01,115.9,9
20224,2005-08-01,22.6,1
220034,2005-08-01,9,1
3311,2005-09-01,26.5,1
30605,2005-09-01,10.8,1
902858,2005-09-01,12,1
227,2005-10-01,5.4,1
30605,2005-10-01,7.3,1
30618,2005-10-01,92.9,7
902858,2005-10-01,112.7,5
227,2005-11-01,7.5,1
3307,2005-11-01,5.3,1
30605,2005-11-01,17.9,2
30614,2005-11-01,15.2,1
30618,2005-11-01,433.6,22
902858,2005-11-01,45.3,4
30605,2005-12-01,21.4,2
30618,2005-12-01,26.8,2
3311,2006-01-01,13.2,1
902858,2006-01-01,21.5,3
3305,2006-02-01,49,2
30614,2006-02-01,12.9,2
30618,2006-02-01,40.3,2
902858,2006-02-01,87.2,6
227,2006-03-01,33.2,2
3305,2006-03-01,125.4,3
12226,2006-03-01,15.8,1
30605,2006-03-01,252.3,10
30606,2006-03-01,140.5,2
30614,2006-03-01,306.9,14
30618,2006-03-01,795.8,40
67670,2006-03-01,18,1
107569,2006-03-01,86.4,4
302086,2006-03-01,8.6,1
342347,2006-03-01,48,2
902858,2006-03-01,1104.1,47
227,2006-04-01,1352.4,26
3307,2006-04-01,26.7,1
3311,2006-04-01,18.9,2
3314,2006-04-01,25.4,1
12570,2006-04-01,79.5,3
12572,2006-04-01,219.1,7
20224,2006-04-01,124.4,3
28850,2006-04-01,20,1
30604,2006-04-01,7.4,1
30605,2006-04-01,2934.5,111
30606,2006-04-01,101.5,6
30614,2006-04-01,1111.1,46
30618,2006-04-01,13038.8,300
67670,2006-04-01,20,1
102910,2006-04-01,1186.3,10
107569,2006-04-01,60,3
115079,2006-04-01,150.1,2
116297,2006-04-01,91.6,3
220034,2006-04-01,37,2
302086,2006-04-01,44.6,2
306780,2006-04-01,203.1,8
342347,2006-04-01,234.9,12
902858,2006-04-01,14857.3,313
227,2006-05-01,390.9,22
3305,2006-05-01,164.8,9
3307,2006-05-01,84.3,4
3311,2006-05-01,272.5,9
3314,2006-05-01,23.3,2
12572,2006-05-01,45.8,3
20224,2006-05-01,117.4,7
20230,2006-05-01,87.4,4
30605,2006-05-01,959.8,41
30606,2006-05-01,244.7,11
30614,2006-05-01,2971,62
30618,2006-05-01,9547.7,181
102910,2006-05-01,124.6,5
107569,2006-05-01,321.5,15
116297,2006-05-01,17.1,1
220034,2006-05-01,24.6,1
306780,2006-05-01,1238.1,20
342347,2006-05-01,420.4,11
902858,2006-05-01,11481.3,286
30618,2006-06-01,56.5,4
107569,2006-06-01,9.7,1
902858,2006-06-01,29.5,2
30605,2006-07-01,8.3,2
30618,2006-07-01,8.2,1
107569,2006-07-01,11.3,1
902858,2006-07-01,13.3,1
3305,2006-08-01,8.4,1
30605,2006-08-01,3.9,1
30614,2006-08-01,19.6,1
30618,2006-08-01,116.6,6
902858,2006-08-01,116,5
227,2006-09-01,19.5,2
30614,2006-09-01,12.2,1
30618,2006-09-01,44.5,5
107569,2006-09-01,13.6,1
220034,2006-09-01,154.9,8
902858,2006-09-01,42.9,4
3307,2006-10-01,12.2,1
12570,2006-10-01,22.7,2
30614,2006-10-01,201.1,10
30618,2006-10-01,137.4,12
107569,2006-10-01,12.7,1
902858,2006-10-01,363.2,25
227,2006-11-01,9.5,1
30605,2006-11-01,105.5,3
30618,2006-11-01,301.3,16
902858,2006-11-01,7.5,1
30618,2006-12-01,14.3,2
30618,2007-01-01,20.1,2
227,2007-02-01,55.3,2
30605,2007-02-01,59.4,3
30614,2007-02-01,12.2,1
30618,2007-02-01,384.2,17
107569,2007-02-01,31.4,1
3311,2007-03-01,47.7,1
20230,2007-03-01,71.6,2
30605,2007-03-01,1077.6,22
30614,2007-03-01,99.1,2
30618,2007-03-01,1237.3,32
67670,2007-03-01,53.8,1
102910,2007-03-01,95.3,2
302086,2007-03-01,38.8,1
902858,2007-03-01,934.8,21
227,2007-04-01,1162.6,36
3305,2007-04-01,1477.2,42
3314,2007-04-01,142.4,1
12226,2007-04-01,10.1,1
12570,2007-04-01,101.8,1
12572,2007-04-01,281.3,7
20224,2007-04-01,316.3,12
20230,2007-04-01,155.2,2
28850,2007-04-01,49.5,2
30605,2007-04-01,11611.8,353
30606,2007-04-01,81.7,4
30614,2007-04-01,4674.9,94
30618,2007-04-01,17540.2,430
67670,2007-04-01,91.5,2
102910,2007-04-01,408.9,19
107569,2007-04-01,583.3,10
115079,2007-04-01,6.6,1
116297,2007-04-01,7.5,1
306780,2007-04-01,839,11
342347,2007-04-01,300.4,12
902858,2007-04-01,22558.2,382
227,2007-05-01,2201.5,81
3305,2007-05-01,10074.9,227
3306,2007-05-01,289.1,3
3307,2007-05-01,8.1,1
3311,2007-05-01,871.1,25
12226,2007-05-01,27.9,3
12570,2007-05-01,27.9,2
12572,2007-05-01,120.1,8
20224,2007-05-01,116.2,7
20230,2007-05-01,197.7,9
28850,2007-05-01,3,1
30605,2007-05-01,5474,213
30606,2007-05-01,140.3,4
30614,2007-05-01,2273.6,69
30618,2007-05-01,21257.5,561
67670,2007-05-01,537.4,7
102910,2007-05-01,777,16
107569,2007-05-01,544.9,18
115079,2007-05-01,633.1,7
116297,2007-05-01,172.8,5
306780,2007-05-01,460.7,15
342347,2007-05-01,153.7,12
902858,2007-05-01,20814.6,479
227,2007-06-01,45.2,3
3305,2007-06-01,155.2,1
3306,2007-06-01,129.7,2
12570,2007-06-01,11,1
20224,2007-06-01,296.4,8
30614,2007-06-01,196.8,3
30618,2007-06-01,570.3,23
107569,2007-06-01,197.8,10
342347,2007-06-01,7.4,1
902858,2007-06-01,1071.3,38
3306,2007-07-01,10,1
3311,2007-07-01,76.4,2
20224,2007-07-01,48.8,2
30614,2007-07-01,23.7,2
30618,2007-07-01,125.4,11
107569,2007-07-01,16.9,1
342347,2007-07-01,38.1,2
902858,2007-07-01,97.4,5
20224,2007-08-01,20.6,3
30618,2007-08-01,51.4,3
30605,2007-09-01,8.3,1
107569,2007-09-01,40.1,1
30605,2007-10-01,3.3,1
30618,2007-10-01,46,5
342347,2007-10-01,9.5,1
902858,2007-10-01,70.2,6
3311,2007-11-01,8.7,1
30605,2007-11-01,25.8,2
30614,2007-11-01,9.4,1
30618,2007-11-01,52.1,4
342347,2007-11-01,125.8,2
902858,2007-11-01,14.8,2
30605,2007-12-01,4.3,1
30618,2007-12-01,177.4,10
30605,2008-01-01,16.4,1
107569,2008-01-01,15.5,1
342347,2008-01-01,291.6,8
902858,2008-01-01,6.8,1
3307,2008-02-01,8.3,1
3311,2008-02-01,18,2
30605,2008-02-01,133.2,9
30618,2008-02-01,193,6
102910,2008-02-01,46.4,2
342347,2008-02-01,29.4,3
902858,2008-02-01,49.3,3
227,2008-03-01,38.9,2
3311,2008-03-01,559.6,9
28850,2008-03-01,10.6,1
30605,2008-03-01,524.2,17
30614,2008-03-01,52.2,3
30618,2008-03-01,4540.7,118
102910,2008-03-01,8,1
342347,2008-03-01,425.2,5
902858,2008-03-01,335,20
227,2008-04-01,549.7,15
3305,2008-04-01,13,1
3311,2008-04-01,229.8,6
12570,2008-04-01,137.2,3
12572,2008-04-01,307,6
20224,2008-04-01,232.3,5
20230,2008-04-01,154.7,3
28850,2008-04-01,57.5,2
30605,2008-04-01,12033.7,259
30606,2008-04-01,52.9,3
30614,2008-04-01,2733.9,52
30618,2008-04-01,12533.8,305
67670,2008-04-01,53,4
102910,2008-04-01,253,6
107569,2008-04-01,272.6,14
115079,2008-04-01,218.1,7
116297,2008-04-01,16,2
306780,2008-04-01,65.2,4
342347,2008-04-01,24.8,2
902858,2008-04-01,22034.7,310
227,2008-05-01,2895.3,84
3307,2008-05-01,110.7,2
3311,2008-05-01,181.2,12
3314,2008-05-01,749.3,27
12226,2008-05-01,188.7,3
12229,2008-05-01,112.8,2
12570,2008-05-01,22.1,2
12572,2008-05-01,309.2,5
20224,2008-05-01,125.8,5
30605,2008-05-01,3241.6,133
30606,2008-05-01,12.3,1
30614,2008-05-01,1748.1,51
30618,2008-05-01,9559.6,260
102910,2008-05-01,186.8,4
107569,2008-05-01,570.7,18
115079,2008-05-01,128.9,2
116297,2008-05-01,48,2
302086,2008-05-01,27.5,1
306780,2008-05-01,1128.6,20
342347,2008-05-01,214.1,12
902858,2008-05-01,15728.9,364
30614,2008-06-01,151.9,2
30618,2008-06-01,254.9,12
107569,2008-06-01,7.6,1
115079,2008-06-01,19.2,1
342347,2008-06-01,18,1
902858,2008-06-01,415.9,13
30614,2008-07-01,12.4,1
30618,2008-07-01,14.2,1
107569,2008-07-01,8,1
220034,2008-07-01,14.8,1
902858,2008-07-01,28.4,2
30614,2008-08-01,13.7,1
30618,2008-08-01,293.5,9
342347,2008-08-01,53.3,5
902858,2008-08-01,86,5
220034,2008-09-01,3150.8,64
902858,2008-09-01,24.9,3
30605,2008-10-01,28.5,4
227,2008-11-01,4.9,1
12570,2008-11-01,19.6,3
30605,2008-11-01,69.1,5
30614,2008-11-01,24.4,1
30618,2008-11-01,309.5,30
102910,2008-11-01,32.5,2
116297,2008-11-01,22.7,1
902858,2008-11-01,113.5,9
30605,2008-12-01,20.1,2
30614,2008-12-01,17.1,1
30618,2008-12-01,129.1,12
102910,2008-12-01,8.8,2
301932,2008-12-01,9.2,1
902858,2008-12-01,23.9,2
227,2009-01-01,11.2,1
3305,2009-01-01,22.2,2
30605,2009-01-01,35.7,4
30614,2009-01-01,8.7,1
30618,2009-01-01,63.3,5
102910,2009-01-01,64.4,4
902858,2009-01-01,11.3,1
227,2009-02-01,40,2
3305,2009-02-01,39.9,2
30605,2009-02-01,124.1,3
30614,2009-02-01,14.3,1
30618,2009-02-01,285.3,11
102910,2009-02-01,18.7,2
107569,2009-02-01,5.4,1
342347,2009-02-01,16.4,2
902858,2009-02-01,119.9,6
227,2009-03-01,145.4,6
3305,2009-03-01,889.4,16
3306,2009-03-01,42.3,2
12570,2009-03-01,30.2,1
12572,2009-03-01,265.9,9
30605,2009-03-01,5548.6,132
30614,2009-03-01,249.2,6
30618,2009-03-01,7652.4,168
102910,2009-03-01,120.5,8
107569,2009-03-01,326.5,8
115079,2009-03-01,60.4,1
306780,2009-03-01,7.9,1
342347,2009-03-01,53.7,5
902858,2009-03-01,912.4,34
227,2009-04-01,665.2,12
3305,2009-04-01,642.2,14
12570,2009-04-01,133.7,7
12572,2009-04-01,31.9,1
20224,2009-04-01,33,1
20230,2009-04-01,393.3,8
28850,2009-04-01,8,1
30605,2009-04-01,13432.7,377
30606,2009-04-01,1307.8,22
30614,2009-04-01,6122.1,119
30618,2009-04-01,34444.4,594
67670,2009-04-01,695.4,14
102910,2009-04-01,1239.2,41
107569,2009-04-01,363.8,16
115079,2009-04-01,33,2
116297,2009-04-01,19.9,1
220034,2009-04-01,21.1,1
302086,2009-04-01,230.6,2
306780,2009-04-01,256.9,6
342347,2009-04-01,2179.7,57
902858,2009-04-01,14525,294
227,2009-05-01,3970.2,71
3305,2009-05-01,10.7,1
3307,2009-05-01,9.2,1
3311,2009-05-01,161,7
3314,2009-05-01,29.6,1
12226,2009-05-01,86.6,1
12570,2009-05-01,20.2,1
30605,2009-05-01,577.4,28
30606,2009-05-01,32.9,3
30614,2009-05-01,627.8,19
30618,2009-05-01,3461.3,105
67670,2009-05-01,65.1,3
102910,2009-05-01,7.8,1
107569,2009-05-01,673.4,22
115079,2009-05-01,46.5,2
306780,2009-05-01,169.1,7
342347,2009-05-01,762.9,47
902858,2009-05-01,5733,142
227,2009-06-01,25.6,1
3305,2009-06-01,26.3,2
12226,2009-06-01,150.5,2
12570,2009-06-01,17.6,1
30605,2009-06-01,10.6,1
30614,2009-06-01,51.2,1
30618,2009-06-01,253.2,13
107569,2009-06-01,29.5,2
342347,2009-06-01,247.4,14
902858,2009-06-01,288.8,16
30614,2009-07-01,12,1
30618,2009-07-01,66.3,5
220034,2009-07-01,169,8
306780,2009-07-01,17.1,1
342347,2009-07-01,32.8,2
902858,2009-07-01,71.7,4
220034,2009-08-01,458.5,13
342347,2009-08-01,22.7,2
902858,2009-08-01,58.3,3
3311,2009-09-01,75.2,1
30605,2009-09-01,75.5,6
30618,2009-09-01,184.9,10
220034,2009-09-01,9.4,1
342347,2009-09-01,8.6,1
902858,2009-09-01,138,9
227,2009-10-01,17.9,1
30605,2009-10-01,131.3,9
30614,2009-10-01,27,3
30618,2009-10-01,327.7,19
902858,2009-10-01,192.6,13
227,2009-11-01,13.9,2
30605,2009-11-01,10,1
30618,2009-11-01,530.1,27
107569,2009-11-01,8.1,1
902858,2009-11-01,13.8,1
3311,2009-12-01,43.3,2
30605,2009-12-01,6.5,1
30614,2009-12-01,45.7,2
30618,2009-12-01,162,10
342347,2009-12-01,15.1,1
902858,2009-12-01,58.4,3
30605,2010-01-01,8.2,1
30618,2010-01-01,57,5
107569,2010-01-01,13.4,1
342347,2010-01-01,47.7,3
902858,2010-01-01,9,1
227,2010-02-01,13.9,1
3311,2010-02-01,281.1,4
12570,2010-02-01,19.7,1
30605,2010-02-01,37.2,3
30618,2010-02-01,361.6,14
102910,2010-02-01,9.7,1
902858,2010-02-01,73.3,4
3311,2010-03-01,168.9,8
12570,2010-03-01,106,3
12572,2010-03-01,24.2,2
30605,2010-03-01,2018,52
30614,2010-03-01,12.6,2
30618,2010-03-01,5449.8,138
102910,2010-03-01,186,9
107569,2010-03-01,72.7,4
115079,2010-03-01,15.4,2
306780,2010-03-01,7.5,1
902858,2010-03-01,984.8,25
227,2010-04-01,599.7,18
3307,2010-04-01,6.5,1
12570,2010-04-01,341.9,17
12572,2010-04-01,286.9,15
20224,2010-04-01,1468.2,21
20230,2010-04-01,13.7,1
30605,2010-04-01,4399,132
30606,2010-04-01,18.8,2
30614,2010-04-01,1570.9,49
30618,2010-04-01,8576.8,212
67670,2010-04-01,121.5,2
102910,2010-04-01,317.6,14
107569,2010-04-01,38.8,2
115079,2010-04-01,534.2,5
116297,2010-04-01,9.2,1
306780,2010-04-01,16.3,2
342347,2010-04-01,627,6
902858,2010-04-01,5759,150
227,2010-05-01,1280.4,49
3305,2010-05-01,13.2,1
3307,2010-05-01,12.9,1
3311,2010-05-01,89,3
3314,2010-05-01,7.3,1
12226,2010-05-01,29.6,2
12570,2010-05-01,51.8,2
20224,2010-05-01,23.7,1
20230,2010-05-01,104.9,5
30605,2010-05-01,860.9,33
30606,2010-05-01,34.4,1
30614,2010-05-01,1179.5,46
30618,2010-05-01,5590.3,154
67670,2010-05-01,18,1
102910,2010-05-01,35,2
107569,2010-05-01,735.9,30
116297,2010-05-01,132.7,2
306780,2010-05-01,1360.1,19
342347,2010-05-01,33.4,1
902858,2010-05-01,15381.7,251
227,2010-06-01,13.4,1
3305,2010-06-01,162.3,6
3311,2010-06-01,10.5,1
12570,2010-06-01,29.5,2
30605,2010-06-01,8.7,1
30614,2010-06-01,76.5,3
30618,2010-06-01,655.4,30
107569,2010-06-01,33.1,2
306780,2010-06-01,107,4
902858,2010-06-01,767.5,30
30605,2010-07-01,17.1,1
30614,2010-07-01,6.6,1
30618,2010-07-01,75.7,2
902858,2010-07-01,12,2
3311,2010-08-01,11.3,1
902858,2010-08-01,41.6,2
30614,2010-09-01,11.5,1
30618,2010-09-01,63,4
102910,2010-09-01,13.8,1
902858,2010-09-01,168.2,10
227,2010-10-01,40.7,2
3311,2010-10-01,149.9,2
12226,2010-10-01,117.3,3
20224,2010-10-01,9.5,1
30605,2010-10-01,17.3,2
30618,2010-10-01,217.6,16
115079,2010-10-01,10.7,1
342347,2010-10-01,34.5,2
902858,2010-10-01,179.9,9
227,2010-11-01,20.8,3
30605,2010-11-01,37.9,4
30614,2010-11-01,18.1,2
30618,2010-11-01,519.6,37
107569,2010-11-01,22,2
342347,2010-11-01,81.9,6
902858,2010-11-01,109.1,11
12226,2010-12-01,10.6,1
30605,2010-12-01,19.2,3
30614,2010-12-01,7.7,1
30618,2010-12-01,63.1,8
102910,2010-12-01,9.6,1
107569,2010-12-01,5.7,1
342347,2010-12-01,39,4
