wdpa_pid,name_kfw,type_kfw,area_sqkm_kfw,mab_kfw,world_heritage_kfw,ramsar_kfw,ecosystem_kfw,bmz_n_1,bmz_n_2,bmz_n_3,bmz_n_4,bmz_n_5,bmz_n_6,bmz_n_7,bmz_n_8,bmz_n_9,bmz_n_10
12213,Yanachaga - Chemillén,Parque Nacional,1220,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
303323,Otishi,Parque Nacional,3059.73,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,de Lachay,Reserva Nacional,50.7,NA,NA,NA,Steppe,200266908,199765777,NA,NA,NA,NA,NA,NA,NA,NA
264,Chacamarca,Santuario Histórico,25,NA,NA,NA,Steppe,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,de Huayllay,Santuario Nacional,68.15,NA,NA,NA,Hochgebirge,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
303317,Amarakaeri,Reserva Comunal,4023.36,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
30040,Yanesha,Reserva Comunal,347.45,Oxapampa - Ashaninka - Yanesha,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
20182,de San Matías - San Carlos,Bosque de Protección,1458.18,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,de Salinas y Aguada Blanca,Reserva Nacional,3669.36,NA,NA,NA,Steppe,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
20178,Tabaconas - Namballe,Santuario Nacional,321.25,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
303322,Machiguenga,Reserva Comunal,2189.06,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
303318,Asháninka,Reserva Comunal,1844.68,NA,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
10747,Huascarán National Park,Parque Nacional,3400,Huascarán Biosphere Reserve,Huascarán National Park,NA,Hochgebirge,199765777,NA,NA,NA,NA,NA,NA,NA,NA,NA
303705,Cordillera Huayhuash,Zona Reservada,675.9,NA,NA,NA,Hochgebirge,200466094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351875,Parque Estadual Acarai,Parque,66.66,NA,NA,NA,Wald,200066340,NA,NA,NA,NA,NA,NA,NA,NA,NA
16081,Parque Estadual Serra do Tabuleiro,Parque,839.08,NA,NA,NA,Wald,200066340,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,Parque Estadual Da Serra Furada,Parque,14.71,NA,NA,NA,Wald,200066340,NA,NA,NA,NA,NA,NA,NA,NA,NA
19421,Reserva Biológica Estadual Do Aguaí,Reserva Biológica,78.54,NA,NA,NA,Wald,200066340,NA,NA,NA,NA,NA,NA,NA,NA,NA
478555,Reserva Biologica Estadual Do Sassafras,Reserva Biológica,50.67,NA,NA,NA,Wald,200066340,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,Río Plátano,Biosphere Reserve,5000,Río Plátano Biosphere Reserve,Río Plátano Biosphere Reserve,NA,Wald,200666131,NA,NA,NA,NA,NA,NA,NA,NA,NA
900715,Jaragua - Bahoruco - Enriquillo,UNESCO-MAB Biosphere Reserve,4767,Jaragua - Bahoruco - Enriquillo,NA,"Humedales de Jaragua, Lago Enriquillo",Wald,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
555624132,Humedales de Jaragua,Parque Nacional,329.79,Jaragua - Bahoruco - Enriquillo,NA,Humedales de Jaragua,Küste und EEZ,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
6675,Sierra de Bahoruco,Parque Nacional,1091.77,Jaragua - Bahoruco - Enriquillo,NA,NA,Wald,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
900786,Lago Enriquillo,Parque Nacional,200,Jaragua - Bahoruco - Enriquillo,NA,Lago Enriquillo,Binnengewässer,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
478140,Sierra de Neiba,Parque Nacional,183,NA,NA,NA,Wald,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
478085,Cerro de San Francisco,Monumento Natural,4.02,NA,NA,NA,Wald,200565689,NA,NA,NA,NA,NA,NA,NA,NA,NA
41049,Kanuku Mountains Protected Area,Managed Resource Use Area,61.1,NA,NA,NA,Wald,199865809,NA,NA,NA,NA,NA,NA,NA,NA,NA
41057,Shell Beach Protected Area,Managed Resource Use Area,31.77,NA,NA,NA,Wald,199865809,NA,NA,NA,NA,NA,NA,NA,NA,NA
351800,Reserva Extrativista Mapuá,Reserva Extrativista,937.59,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
352137,Reserva De Desenvolvimento Sustentável Rio Amapá,Reserva de Desenvolvimento Sustentável,2143.15,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351777,Reserva Extrativista Auatí-Paraná,Reserva Extrativista,1469.49,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351772,Reserva Extrativista Baixo Juruá,Reserva Extrativista,1780.39,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
352135,Reserva Extrativista Catuá-Ipixuna,Reserva Extrativista,2123.23,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351756,Reserva Extrativista Do Cazumbá-Iracema,Reserva Extrativista,7556.51,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351832,Reserva Extrativista Do Rio Unini,Reserva Extrativista,8496.86,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351786,Reserva Extrativista Verde Para Sempre,Reserva Extrativista,12892.9,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351759,Reserva Extrativista Alto Tarauacá,Reserva Extrativista,1541.33,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351834,Reserva Extrativista Arapixi,Reserva Extrativista,1337.03,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351749,Reserva Extrativista Barreiro Das Antas,Reserva Extrativista,1061.11,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351767,Reserva Extrativista Do Lago Do Capanã Grande,Reserva Extrativista,3043.09,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351802,Reserva Extrativista Ipaú-Anilzinho,Reserva Extrativista,558.34,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351830,Reserva Extrativista Rio Iriri,Reserva Extrativista,3989.81,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351713,Reserva Extrativista Riozinho Da Liberdade,Reserva Extrativista,3249.01,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351785,Reserva Extrativista Riozinho Do Anfrísio,Reserva Extrativista,7370.22,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
351831,Reserva Extrativista Terra Grande Pracuuba,Reserva Extrativista,1948.57,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
115569,Paumari do Rio Ituxi,Terra Indígena,75.72,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
478422,Reserva Extrativista Rio Xingu,Reserva Extrativista,3030.02,NA,NA,NA,Wald,209810094,NA,NA,NA,NA,NA,NA,NA,NA,NA
